domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__4.2	(( बाक्स आफिस पर )) (( यह फिल्म )) (( अपेक्षित छलांग )) (( नहीं मार सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__4.3	(( बाक्स आफिस पर )) (( अपेक्षित छलांग )) (( यह फिल्म )) (( नहीं मार सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__4.4	(( अपेक्षित छलांग )) (( यह फिल्म )) (( बाक्स आफिस पर )) (( नहीं मार सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__4.5	(( अपेक्षित छलांग )) (( बाक्स आफिस पर )) (( यह फिल्म )) (( नहीं मार सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.0	(( फिर भी )) (( वीकएंड के )) (( तीनों दिन )) (( कलेक्शन )) (( 7 - 8 करोड़ के बीच )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.1	(( फिर भी )) (( वीकएंड के )) (( तीनों दिन )) (( 7 - 8 करोड़ के बीच )) (( कलेक्शन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.2	(( फिर भी )) (( कलेक्शन )) (( वीकएंड के )) (( तीनों दिन )) (( 7 - 8 करोड़ के बीच )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.3	(( फिर भी )) (( कलेक्शन )) (( 7 - 8 करोड़ के बीच )) (( वीकएंड के )) (( तीनों दिन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.4	(( फिर भी )) (( 7 - 8 करोड़ के बीच )) (( वीकएंड के )) (( तीनों दिन )) (( कलेक्शन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.5	(( फिर भी )) (( 7 - 8 करोड़ के बीच )) (( कलेक्शन )) (( वीकएंड के )) (( तीनों दिन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.6	(( वीकएंड के )) (( तीनों दिन )) (( फिर भी )) (( कलेक्शन )) (( 7 - 8 करोड़ के बीच )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.7	(( वीकएंड के )) (( तीनों दिन )) (( फिर भी )) (( 7 - 8 करोड़ के बीच )) (( कलेक्शन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.8	(( वीकएंड के )) (( तीनों दिन )) (( कलेक्शन )) (( फिर भी )) (( 7 - 8 करोड़ के बीच )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.9	(( वीकएंड के )) (( तीनों दिन )) (( कलेक्शन )) (( 7 - 8 करोड़ के बीच )) (( फिर भी )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.10	(( वीकएंड के )) (( तीनों दिन )) (( 7 - 8 करोड़ के बीच )) (( फिर भी )) (( कलेक्शन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.11	(( वीकएंड के )) (( तीनों दिन )) (( 7 - 8 करोड़ के बीच )) (( कलेक्शन )) (( फिर भी )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.12	(( कलेक्शन )) (( फिर भी )) (( वीकएंड के )) (( तीनों दिन )) (( 7 - 8 करोड़ के बीच )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.13	(( कलेक्शन )) (( फिर भी )) (( 7 - 8 करोड़ के बीच )) (( वीकएंड के )) (( तीनों दिन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.14	(( कलेक्शन )) (( वीकएंड के )) (( तीनों दिन )) (( फिर भी )) (( 7 - 8 करोड़ के बीच )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.15	(( कलेक्शन )) (( वीकएंड के )) (( तीनों दिन )) (( 7 - 8 करोड़ के बीच )) (( फिर भी )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.16	(( कलेक्शन )) (( 7 - 8 करोड़ के बीच )) (( फिर भी )) (( वीकएंड के )) (( तीनों दिन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.17	(( कलेक्शन )) (( 7 - 8 करोड़ के बीच )) (( वीकएंड के )) (( तीनों दिन )) (( फिर भी )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.18	(( 7 - 8 करोड़ के बीच )) (( फिर भी )) (( वीकएंड के )) (( तीनों दिन )) (( कलेक्शन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.19	(( 7 - 8 करोड़ के बीच )) (( फिर भी )) (( कलेक्शन )) (( वीकएंड के )) (( तीनों दिन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.20	(( 7 - 8 करोड़ के बीच )) (( वीकएंड के )) (( तीनों दिन )) (( फिर भी )) (( कलेक्शन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.21	(( 7 - 8 करोड़ के बीच )) (( वीकएंड के )) (( तीनों दिन )) (( कलेक्शन )) (( फिर भी )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.22	(( 7 - 8 करोड़ के बीच )) (( कलेक्शन )) (( फिर भी )) (( वीकएंड के )) (( तीनों दिन )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__5.23	(( 7 - 8 करोड़ के बीच )) (( कलेक्शन )) (( वीकएंड के )) (( तीनों दिन )) (( फिर भी )) (( रहा । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__6.0	(( ' घनचक्कर ' ने )) (( पहले वीकएंड में )) (( 22 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__6.1	(( ' घनचक्कर ' ने )) (( 22 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( पहले वीकएंड में )) (( किया । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__6.2	(( पहले वीकएंड में )) (( ' घनचक्कर ' ने )) (( 22 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__6.3	(( पहले वीकएंड में )) (( 22 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( ' घनचक्कर ' ने )) (( किया । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__6.4	(( 22 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( ' घनचक्कर ' ने )) (( पहले वीकएंड में )) (( किया । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__6.5	(( 22 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( पहले वीकएंड में )) (( ' घनचक्कर ' ने )) (( किया । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__7.0	(( औसत से )) (( बेहतर )) (( कलेक्शन से )) (( यह फिल्म )) (( सुरक्षित )) (( मानी जा रही है । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__7.1	(( औसत से )) (( बेहतर )) (( कलेक्शन से )) (( सुरक्षित )) (( यह फिल्म )) (( मानी जा रही है । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__7.2	(( यह फिल्म )) (( औसत से )) (( बेहतर )) (( कलेक्शन से )) (( सुरक्षित )) (( मानी जा रही है । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__7.3	(( यह फिल्म )) (( सुरक्षित )) (( औसत से )) (( बेहतर )) (( कलेक्शन से )) (( मानी जा रही है । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__7.4	(( सुरक्षित )) (( औसत से )) (( बेहतर )) (( कलेक्शन से )) (( यह फिल्म )) (( मानी जा रही है । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__7.5	(( सुरक्षित )) (( यह फिल्म )) (( औसत से )) (( बेहतर )) (( कलेक्शन से )) (( मानी जा रही है । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__8.0	(( ट्रेड पंडितों के मुताबिक )) (( पंजाबी फिल्म )) (( ' जट एंड जूलियट ' की )) (( बड़ी सफलता से )) (( ' घनचक्कर ' के )) (( दर्शक )) (( घटे । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__8.1	(( ट्रेड पंडितों के मुताबिक )) (( ' घनचक्कर ' के )) (( दर्शक )) (( पंजाबी फिल्म )) (( ' जट एंड जूलियट ' की )) (( बड़ी सफलता से )) (( घटे । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__8.2	(( पंजाबी फिल्म )) (( ' जट एंड जूलियट ' की )) (( बड़ी सफलता से )) (( ट्रेड पंडितों के मुताबिक )) (( ' घनचक्कर ' के )) (( दर्शक )) (( घटे । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__8.3	(( पंजाबी फिल्म )) (( ' जट एंड जूलियट ' की )) (( बड़ी सफलता से )) (( ' घनचक्कर ' के )) (( दर्शक )) (( ट्रेड पंडितों के मुताबिक )) (( घटे । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__8.4	(( ' घनचक्कर ' के )) (( दर्शक )) (( ट्रेड पंडितों के मुताबिक )) (( पंजाबी फिल्म )) (( ' जट एंड जूलियट ' की )) (( बड़ी सफलता से )) (( घटे । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__8.5	(( ' घनचक्कर ' के )) (( दर्शक )) (( पंजाबी फिल्म )) (( ' जट एंड जूलियट ' की )) (( बड़ी सफलता से )) (( ट्रेड पंडितों के मुताबिक )) (( घटे । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.0	(( तमाम प्रचार के बावजूद )) (( ' यमला पगला दीवाना 2 ' )) (( पहले वीकएंड में )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.1	(( तमाम प्रचार के बावजूद )) (( ' यमला पगला दीवाना 2 ' )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( पहले वीकएंड में )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.2	(( तमाम प्रचार के बावजूद )) (( पहले वीकएंड में )) (( ' यमला पगला दीवाना 2 ' )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.3	(( तमाम प्रचार के बावजूद )) (( पहले वीकएंड में )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( ' यमला पगला दीवाना 2 ' )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.4	(( तमाम प्रचार के बावजूद )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( ' यमला पगला दीवाना 2 ' )) (( पहले वीकएंड में )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.5	(( तमाम प्रचार के बावजूद )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( पहले वीकएंड में )) (( ' यमला पगला दीवाना 2 ' )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.6	(( ' यमला पगला दीवाना 2 ' )) (( तमाम प्रचार के बावजूद )) (( पहले वीकएंड में )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.7	(( ' यमला पगला दीवाना 2 ' )) (( तमाम प्रचार के बावजूद )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( पहले वीकएंड में )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.8	(( ' यमला पगला दीवाना 2 ' )) (( पहले वीकएंड में )) (( तमाम प्रचार के बावजूद )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.9	(( ' यमला पगला दीवाना 2 ' )) (( पहले वीकएंड में )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( तमाम प्रचार के बावजूद )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.10	(( ' यमला पगला दीवाना 2 ' )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( तमाम प्रचार के बावजूद )) (( पहले वीकएंड में )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.11	(( ' यमला पगला दीवाना 2 ' )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( पहले वीकएंड में )) (( तमाम प्रचार के बावजूद )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.12	(( पहले वीकएंड में )) (( तमाम प्रचार के बावजूद )) (( ' यमला पगला दीवाना 2 ' )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.13	(( पहले वीकएंड में )) (( तमाम प्रचार के बावजूद )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( ' यमला पगला दीवाना 2 ' )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.14	(( पहले वीकएंड में )) (( ' यमला पगला दीवाना 2 ' )) (( तमाम प्रचार के बावजूद )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.15	(( पहले वीकएंड में )) (( ' यमला पगला दीवाना 2 ' )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( तमाम प्रचार के बावजूद )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.16	(( पहले वीकएंड में )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( तमाम प्रचार के बावजूद )) (( ' यमला पगला दीवाना 2 ' )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.17	(( पहले वीकएंड में )) (( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( ' यमला पगला दीवाना 2 ' )) (( तमाम प्रचार के बावजूद )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.18	(( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( तमाम प्रचार के बावजूद )) (( ' यमला पगला दीवाना 2 ' )) (( पहले वीकएंड में )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.19	(( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( तमाम प्रचार के बावजूद )) (( पहले वीकएंड में )) (( ' यमला पगला दीवाना 2 ' )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.20	(( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( ' यमला पगला दीवाना 2 ' )) (( तमाम प्रचार के बावजूद )) (( पहले वीकएंड में )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.21	(( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( ' यमला पगला दीवाना 2 ' )) (( पहले वीकएंड में )) (( तमाम प्रचार के बावजूद )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.22	(( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( पहले वीकएंड में )) (( तमाम प्रचार के बावजूद )) (( ' यमला पगला दीवाना 2 ' )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__9.23	(( 23 करोड़ से )) (( कम ही )) (( कलेक्शन )) (( पहले वीकएंड में )) (( ' यमला पगला दीवाना 2 ' )) (( तमाम प्रचार के बावजूद )) (( कर सकी । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.0	(( दूसरे हफ्ते में )) (( होने के बावजूद ' )) (( ये जवानी है दीवानी ' ने )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.1	(( दूसरे हफ्ते में )) (( होने के बावजूद ' )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( ये जवानी है दीवानी ' ने )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.2	(( दूसरे हफ्ते में )) (( ये जवानी है दीवानी ' ने )) (( होने के बावजूद ' )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.3	(( दूसरे हफ्ते में )) (( ये जवानी है दीवानी ' ने )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( होने के बावजूद ' )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.4	(( दूसरे हफ्ते में )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( होने के बावजूद ' )) (( ये जवानी है दीवानी ' ने )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.5	(( दूसरे हफ्ते में )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( ये जवानी है दीवानी ' ने )) (( होने के बावजूद ' )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.6	(( होने के बावजूद ' )) (( दूसरे हफ्ते में )) (( ये जवानी है दीवानी ' ने )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.7	(( होने के बावजूद ' )) (( दूसरे हफ्ते में )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( ये जवानी है दीवानी ' ने )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.8	(( होने के बावजूद ' )) (( ये जवानी है दीवानी ' ने )) (( दूसरे हफ्ते में )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.9	(( होने के बावजूद ' )) (( ये जवानी है दीवानी ' ने )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( दूसरे हफ्ते में )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.10	(( होने के बावजूद ' )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( दूसरे हफ्ते में )) (( ये जवानी है दीवानी ' ने )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.11	(( होने के बावजूद ' )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( ये जवानी है दीवानी ' ने )) (( दूसरे हफ्ते में )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.12	(( ये जवानी है दीवानी ' ने )) (( दूसरे हफ्ते में )) (( होने के बावजूद ' )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.13	(( ये जवानी है दीवानी ' ने )) (( दूसरे हफ्ते में )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( होने के बावजूद ' )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.14	(( ये जवानी है दीवानी ' ने )) (( होने के बावजूद ' )) (( दूसरे हफ्ते में )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.15	(( ये जवानी है दीवानी ' ने )) (( होने के बावजूद ' )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( दूसरे हफ्ते में )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.16	(( ये जवानी है दीवानी ' ने )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( दूसरे हफ्ते में )) (( होने के बावजूद ' )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.17	(( ये जवानी है दीवानी ' ने )) (( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( होने के बावजूद ' )) (( दूसरे हफ्ते में )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.18	(( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( दूसरे हफ्ते में )) (( होने के बावजूद ' )) (( ये जवानी है दीवानी ' ने )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.19	(( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( दूसरे हफ्ते में )) (( ये जवानी है दीवानी ' ने )) (( होने के बावजूद ' )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.20	(( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( होने के बावजूद ' )) (( दूसरे हफ्ते में )) (( ये जवानी है दीवानी ' ने )) (( किया )) (( । ))
domain-box-office-hindi-raw-sentences-550-utf_1.utf8.cml.V.tkn.cml_updated.mo__10.21	(( 28 करोड़ से )) (( अधिक का )) (( कलेक्शन )) (( होने के बावजूद ' )) (( ये जवानी है दीवानी ' ने )) (( दूसरे हफ्ते में )) (( किया )) (( । ))
